title,directors,casts,year
古剑奇谭之流月昭明,雷尼·哈林,"[{'alt': 'https://movie.douban.com/celebrity/1045243/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p21771.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p21771.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p21771.jpg'}, 'name': '王力宏', 'id': '1045243'}, {'alt': 'https://movie.douban.com/celebrity/1315608/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1530519098.65.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1530519098.65.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1530519098.65.jpg'}, 'name': '宋茜', 'id': '1315608'}, {'alt': 'https://movie.douban.com/celebrity/1273313/', 'avatars': {'small': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1397131502.49.jpg', 'large': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1397131502.49.jpg', 'medium': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1397131502.49.jpg'}, 'name': '高以翔', 'id': '1273313'}]",2018
反贪风暴3,林德禄 ,"[{'alt': 'https://movie.douban.com/celebrity/1027577/', 'avatars': {'small': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1421047436.79.jpg', 'large': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1421047436.79.jpg', 'medium': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1421047436.79.jpg'}, 'name': '古天乐', 'id': '1027577'}, {'alt': 'https://movie.douban.com/celebrity/1050979/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1241.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1241.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1241.jpg'}, 'name': '张智霖', 'id': '1050979'}, {'alt': 'https://movie.douban.com/celebrity/1274666/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p40550.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p40550.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p40550.jpg'}, 'name': '郑嘉颖', 'id': '1274666'}]",2018
营救汪星人,梁婷,"[{'alt': 'https://movie.douban.com/celebrity/1351426/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1494494152.36.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1494494152.36.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1494494152.36.jpg'}, 'name': '文松', 'id': '1351426'}, {'alt': 'https://movie.douban.com/celebrity/1363049/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1477019562.2.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1477019562.2.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1477019562.2.jpg'}, 'name': '崔雅涵', 'id': '1363049'}, {'alt': 'https://movie.douban.com/celebrity/1317360/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p39566.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p39566.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p39566.jpg'}, 'name': '欧弟', 'id': '1317360'}]",2018
西虹市首富,闫非,"[{'alt': 'https://movie.douban.com/celebrity/1325700/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1533527370.41.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1533527370.41.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1533527370.41.jpg'}, 'name': '沈腾', 'id': '1325700'}, {'alt': 'https://movie.douban.com/celebrity/1341903/', 'avatars': {'small': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1446281965.79.jpg', 'large': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1446281965.79.jpg', 'medium': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1446281965.79.jpg'}, 'name': '宋芸桦', 'id': '1341903'}, {'alt': 'https://movie.douban.com/celebrity/1322777/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1413261818.41.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1413261818.41.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1413261818.41.jpg'}, 'name': '张一鸣', 'id': '1322777'}]",2018
镰仓物语,山崎贵,"[{'alt': 'https://movie.douban.com/celebrity/1028795/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1353675638.54.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1353675638.54.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1353675638.54.jpg'}, 'name': '堺雅人', 'id': '1028795'}, {'alt': 'https://movie.douban.com/celebrity/1330848/', 'avatars': {'small': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1416788895.28.jpg', 'large': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1416788895.28.jpg', 'medium': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1416788895.28.jpg'}, 'name': '高畑充希', 'id': '1330848'}, {'alt': 'https://movie.douban.com/celebrity/1151079/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p4033.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p4033.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p4033.jpg'}, 'name': '堤真一', 'id': '1151079'}]",2017
张艺谋和他的“影”,汪鹏,"[{'alt': 'https://movie.douban.com/celebrity/1054398/', 'avatars': {'small': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p568.jpg', 'large': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p568.jpg', 'medium': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p568.jpg'}, 'name': '张艺谋', 'id': '1054398'}, {'alt': 'https://movie.douban.com/celebrity/1274347/', 'avatars': {'small': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p17758.jpg', 'large': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p17758.jpg', 'medium': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p17758.jpg'}, 'name': '赵小丁', 'id': '1274347'}, {'alt': 'https://movie.douban.com/celebrity/1346314/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1517453260.76.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1517453260.76.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1517453260.76.jpg'}, 'name': '陈敏正', 'id': '1346314'}]",2018
爱猫之城,杰达·托伦,"[{'alt': 'https://movie.douban.com/celebrity/1356436/', 'avatars': {'small': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1501729347.19.jpg', 'large': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1501729347.19.jpg', 'medium': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1501729347.19.jpg'}, 'name': '布朗特·乌斯塔曼', 'id': '1356436'}, {'alt': 'https://movie.douban.com/celebrity/1392576/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1525942325.54.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1525942325.54.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1525942325.54.jpg'}, 'name': '本古', 'id': '1392576'}, {'alt': 'https://movie.douban.com/celebrity/1392577/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1525942380.84.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1525942380.84.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1525942380.84.jpg'}, 'name': '德尼兹', 'id': '1392577'}]",2016
虎胆追凶,伊莱·罗斯,"[{'alt': 'https://movie.douban.com/celebrity/1010509/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p106.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p106.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p106.jpg'}, 'name': '布鲁斯·威利斯', 'id': '1010509'}, {'alt': 'https://movie.douban.com/celebrity/1010546/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p31285.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p31285.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p31285.jpg'}, 'name': '文森特·多诺费奥', 'id': '1010546'}, {'alt': 'https://movie.douban.com/celebrity/1027140/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1360940692.64.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1360940692.64.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1360940692.64.jpg'}, 'name': '伊丽莎白·苏', 'id': '1027140'}]",2018
精灵旅社3：疯狂假期,格恩迪·塔塔科夫斯基,"[{'alt': 'https://movie.douban.com/celebrity/1054523/', 'avatars': {'small': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p28807.jpg', 'large': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p28807.jpg', 'medium': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p28807.jpg'}, 'name': '亚当·桑德勒', 'id': '1054523'}, {'alt': 'https://movie.douban.com/celebrity/1022649/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p36102.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p36102.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p36102.jpg'}, 'name': '凯瑟琳·哈恩', 'id': '1022649'}, {'alt': 'https://movie.douban.com/celebrity/1054409/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1091.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1091.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1091.jpg'}, 'name': '史蒂夫·布西密', 'id': '1054409'}]",2018
快把我哥带走,郑芬芬,"[{'alt': 'https://movie.douban.com/celebrity/1274254/', 'avatars': {'small': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1537164285.33.jpg', 'large': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1537164285.33.jpg', 'medium': 'https://img3.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1537164285.33.jpg'}, 'name': '张子枫', 'id': '1274254'}, {'alt': 'https://movie.douban.com/celebrity/1354775/', 'avatars': {'small': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1523448357.59.jpg', 'large': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1523448357.59.jpg', 'medium': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1523448357.59.jpg'}, 'name': '彭昱畅', 'id': '1354775'}, {'alt': 'https://movie.douban.com/celebrity/1337036/', 'avatars': {'small': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1450954931.7.jpg', 'large': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1450954931.7.jpg', 'medium': 'https://img1.doubanio.com/view/celebrity/s_ratio_celebrity/public/p1450954931.7.jpg'}, 'name': '赵今麦', 'id': '1337036'}]",2018
